Read_Name	Origin_Gene	Mapped_Gene
Read29625	PKD1P2	PKD1P2
Read69395	PKD1P1	PKD1P1
Read68521	PKD1P1	PKD1P4
Read10139	PKD1P1	PKD1P1
Read65035	PKD1	PKD1
Read88862	PKD1P6	PKD1P6
Read82100	PKD1P2	PKD1P2
Read84965	PKD1P4	PKD1P1
Read49398	PKD1P3	PKD1P3
Read87484	PKD1P2	PKD1P2
Read96193	PKD1P3	PKD1P3
Read72076	PKD1P3	PKD1P1
Read74390	PKD1P1	PKD1P5
Read92324	PKD1	PKD1
Read62078	PKD1P3	PKD1P3
Read31382	PKD1P2	PKD1P5
Read82997	PKD1P1	PKD1P4
Read96320	PKD1P6	PKD1P6
Read55525	PKD1P4	PKD1P4
Read62371	PKD1P6	PKD1P6
Read42406	PKD1	PKD1
Read83070	PKD1P6	PKD1P3
Read10557	PKD1P6	PKD1P6
Read73263	PKD1P3	PKD1P3
Read62666	PKD1P2	PKD1P2
Read1151	PKD1	PKD1P5
Read41963	PKD1P1	PKD1P1
Read62012	PKD1P5	PKD1P5
Read72872	PKD1P2	PKD1P4
Read88683	PKD1P3	PKD1P5
Read53494	PKD1P4	PKD1P4
Read87253	PKD1	PKD1
Read43028	PKD1	PKD1
Read42844	PKD1P6	PKD1P6
Read11695	PKD1	PKD1
Read55253	PKD1P4	PKD1P4
Read56859	PKD1P1	PKD1P1
Read78646	PKD1P4	PKD1P5
Read49213	PKD1P5	PKD1P5
Read90969	PKD1P5	PKD1P5
Read42682	PKD1P3	PKD1P3
Read14401	PKD1P4	PKD1P2
Read80828	PKD1P6	PKD1P6
Read43781	PKD1P1	PKD1P4
Read19243	PKD1P1	PKD1P5
Read23341	PKD1P2	PKD1P2
Read20562	PKD1	PKD1
Read54638	PKD1P6	PKD1P6
Read83378	PKD1	PKD1
Read58204	PKD1P6	PKD1P6
Read86511	PKD1P4	PKD1P2
Read86008	PKD1P3	PKD1P1
Read74074	PKD1P3	PKD1P1
Read24880	PKD1P1	PKD1P1
Read18453	PKD1P3	PKD1P3
Read5900	PKD1P1	PKD1P1
Read23789	PKD1P4	PKD1P4
Read81082	PKD1P2	PKD1P4
Read68296	PKD1P4	PKD1P4
Read84702	PKD1P1	PKD1P1
Read47104	PKD1P5	PKD1P5
Read37152	PKD1P2	PKD1P2
Read804	PKD1P1	PKD1P3
Read4517	PKD1P1	PKD1P1
Read60483	PKD1P5	PKD1P5
Read29987	PKD1P3	PKD1P3
Read21061	PKD1P2	PKD1P2
Read96120	PKD1	PKD1
Read8989	PKD1P4	PKD1P2
Read28511	PKD1P3	PKD1P4
Read33654	PKD1	PKD1
Read18514	PKD1P6	PKD1P6
Read77979	PKD1P5	PKD1P5
Read58479	PKD1P6	PKD1P6
Read9962	PKD1P2	PKD1P6
Read4040	PKD1P4	PKD1P2
Read62506	PKD1P1	PKD1P1
Read70264	PKD1	PKD1
Read14162	PKD1P3	PKD1P3
Read78666	PKD1P2	PKD1P3
Read89644	PKD1P3	PKD1P3
Read9237	PKD1	PKD1
Read56275	PKD1P1	PKD1
Read75007	PKD1P3	PKD1P3
Read51775	PKD1P2	PKD1P2
Read21957	PKD1P3	PKD1P3
Read28339	PKD1P1	PKD1P2
Read68068	PKD1	PKD1
Read32820	PKD1P1	PKD1P1
Read25147	PKD1	PKD1
Read10045	PKD1P6	PKD1P6
Read36419	PKD1P3	PKD1P3
Read12427	PKD1	PKD1
Read31227	PKD1P3	PKD1P3
Read75841	PKD1	PKD1
Read58409	PKD1P1	PKD1P1
Read67297	PKD1P1	PKD1P3
Read532	PKD1P3	PKD1P4
Read12472	PKD1P3	PKD1P3
Read69458	PKD1P5	PKD1P5
Read69521	PKD1P4	PKD1P2
Read97576	PKD1P5	PKD1P2
Read3568	PKD1	PKD1
Read99016	PKD1P4	PKD1P4
Read52058	PKD1P6	PKD1P6
Read44407	PKD1P6	PKD1P6
Read58431	PKD1P4	PKD1P6
Read75732	PKD1P1	PKD1P1
Read39186	PKD1P6	PKD1P6
Read20563	PKD1P3	PKD1P3
Read60050	PKD1P3	PKD1P5
Read16076	PKD1	PKD1
Read26864	PKD1P4	PKD1P1
Read58384	PKD1	PKD1
Read51432	PKD1P2	PKD1P2
Read43827	PKD1P1	PKD1P1
Read58208	PKD1	PKD1
Read22471	PKD1P1	PKD1P1
Read93922	PKD1P5	PKD1P5
Read21783	PKD1P4	PKD1P1
Read86933	PKD1	PKD1
Read90851	PKD1P2	PKD1P2
Read26519	PKD1P3	PKD1P3
Read68388	PKD1P4	PKD1P4
Read12838	PKD1P4	PKD1P4
Read26049	PKD1P3	PKD1P3
Read87086	PKD1	PKD1
Read37340	PKD1P4	PKD1P1
Read39751	PKD1P2	PKD1P2
Read10904	PKD1	PKD1
Read21926	PKD1P5	PKD1P5
Read56994	PKD1P5	PKD1P5
Read45153	PKD1P2	PKD1P1
Read10254	PKD1P3	PKD1P3
Read80124	PKD1P6	PKD1P6
Read33937	PKD1P2	PKD1P2
Read14191	PKD1	PKD1
Read29160	PKD1	PKD1
Read88401	PKD1P2	PKD1P2
Read20937	PKD1P6	PKD1P6
Read40495	PKD1P6	PKD1P6
Read39212	PKD1P6	PKD1P6
Read87884	PKD1P4	PKD1P2
Read48858	PKD1P3	PKD1P3
Read85463	PKD1P1	PKD1P5
Read20275	PKD1	PKD1
Read76402	PKD1P1	PKD1P1
Read48254	PKD1P1	PKD1P1
Read23233	PKD1P1	PKD1P5
Read41912	PKD1P1	PKD1P3
Read60604	PKD1P3	PKD1P3
Read77479	PKD1P2	PKD1P2
Read13700	PKD1P3	PKD1P3
Read56372	PKD1P5	PKD1P2
Read535	PKD1P6	PKD1P6
Read72241	PKD1	PKD1
Read77410	PKD1P2	PKD1P4
Read84149	PKD1P6	PKD1P6
Read86769	PKD1P6	PKD1P6
Read13366	PKD1P1	PKD1P1
Read31677	PKD1P3	PKD1P3
Read81402	PKD1P5	PKD1P5
Read4360	PKD1P6	PKD1P6
Read44557	PKD1P4	PKD1P4
Read89983	PKD1P6	PKD1P6
Read72450	PKD1P3	PKD1P3
Read8304	PKD1P4	PKD1P4
Read79849	PKD1P6	PKD1P6
Read13750	PKD1	PKD1
Read30339	PKD1P6	PKD1P6
Read6413	PKD1P5	PKD1P5
Read20927	PKD1P3	PKD1P3
Read78606	PKD1P5	PKD1P5
Read95762	PKD1P3	PKD1P3
Read50224	PKD1P3	PKD1P3
Read42798	PKD1P2	PKD1P2
Read54013	PKD1P4	PKD1P4
Read41273	PKD1P3	PKD1P3
Read48772	PKD1P2	PKD1P2
Read84304	PKD1P2	PKD1P2
Read16021	PKD1P1	PKD1P3
Read53965	PKD1P3	PKD1P3
Read21155	PKD1P4	PKD1P4
Read83197	PKD1P2	PKD1P2
Read92855	PKD1P3	PKD1P3
Read6186	PKD1P6	PKD1P6
Read32541	PKD1P4	PKD1P4
Read38472	PKD1P5	PKD1P5
Read22659	PKD1P5	PKD1P3
Read52888	PKD1P6	PKD1P6
Read11299	PKD1	PKD1
Read34733	PKD1	PKD1
Read30436	PKD1	PKD1
Read55781	PKD1P4	PKD1P5
Read81083	PKD1P2	PKD1P2
Read46332	PKD1P4	PKD1P4
Read20624	PKD1P3	PKD1P3
Read48995	PKD1P4	PKD1P4
Read59349	PKD1P6	PKD1P2
Read98443	PKD1P3	PKD1P3
Read10000	PKD1	PKD1
Read58429	PKD1P2	PKD1P2
Read78422	PKD1P3	PKD1P5
Read50098	PKD1P2	PKD1P4
Read4942	PKD1P3	PKD1P3
Read64392	PKD1P6	PKD1P6
Read32665	PKD1P2	PKD1P2
Read28132	PKD1P3	PKD1P5
Read12419	PKD1P2	PKD1P2
Read99010	PKD1P4	PKD1P3
Read59259	PKD1P2	PKD1P2
Read34150	PKD1P4	PKD1P4
Read4248	PKD1P6	PKD1P6
Read21039	PKD1P2	PKD1P2
Read40439	PKD1P1	PKD1P1
Read48525	PKD1	PKD1
Read63129	PKD1P5	PKD1P5
Read65614	PKD1P5	PKD1P2
Read67478	PKD1	PKD1
Read29623	PKD1P6	PKD1P4
Read89453	PKD1	PKD1
Read42817	PKD1P5	PKD1P3
Read98021	PKD1P4	PKD1P1
Read84346	PKD1P1	PKD1P1
Read91787	PKD1P5	PKD1P1
Read92028	PKD1P2	PKD1P2
Read11572	PKD1P3	PKD1P3
Read81613	PKD1	PKD1
Read24254	PKD1P6	PKD1P6
Read37549	PKD1P2	PKD1P2
Read84447	PKD1P2	PKD1P3
Read96939	PKD1P2	PKD1P2
Read50015	PKD1P5	PKD1P6
Read52333	PKD1P5	PKD1P1
Read21081	PKD1P2	PKD1P2
Read21149	PKD1P2	PKD1P2
Read49117	PKD1P2	PKD1P2
Read35095	PKD1P2	PKD1P3
Read80102	PKD1	PKD1
Read23334	PKD1P5	PKD1P4
Read31674	PKD1P4	PKD1P1
Read38020	PKD1P3	PKD1P3
Read44405	PKD1P6	PKD1P6
Read55085	PKD1P3	PKD1P3
Read13171	PKD1	PKD1
Read59511	PKD1P2	PKD1P6
Read70448	PKD1P5	PKD1P5
Read75743	PKD1P6	PKD1P6
Read60542	PKD1P5	PKD1P1
Read90307	PKD1P4	PKD1P4
Read33004	PKD1P4	PKD1P2
Read21896	PKD1P1	PKD1P3
Read35182	PKD1P3	PKD1P6
Read27299	PKD1P6	PKD1P6
Read26851	PKD1P3	PKD1P4
Read914	PKD1P1	PKD1P3
Read18920	PKD1P3	PKD1P3
Read61366	PKD1P2	PKD1P6
Read54806	PKD1P6	PKD1P6
Read13705	PKD1P2	PKD1P2
Read50223	PKD1P1	PKD1P5
Read85558	PKD1P1	PKD1P4
Read72687	PKD1P3	PKD1P3
Read77155	PKD1P5	PKD1P3
Read14317	PKD1P6	PKD1P6
Read95073	PKD1P2	PKD1P5
Read80394	PKD1P5	PKD1P5
Read33416	PKD1P4	PKD1P4
Read2820	PKD1P3	PKD1P4
Read28660	PKD1	PKD1
Read92628	PKD1P1	PKD1P5
Read27716	PKD1P4	PKD1P4
Read49643	PKD1	PKD1
Read55607	PKD1P2	PKD1P2
Read88745	PKD1P4	PKD1P4
Read97337	PKD1	PKD1
Read777	PKD1	PKD1
Read58887	PKD1P2	PKD1P2
Read86837	PKD1P2	PKD1P2
Read81526	PKD1	PKD1
Read62468	PKD1P1	PKD1P4
Read35657	PKD1P3	PKD1P3
Read36851	PKD1P6	PKD1P6
Read92548	PKD1P5	PKD1P5
Read43422	PKD1P2	PKD1P2
Read37601	PKD1P3	PKD1P3
Read41969	PKD1P2	PKD1P3
Read57394	PKD1P5	PKD1P5
Read15912	PKD1P1	PKD1P1
Read79538	PKD1P2	PKD1P2
Read90622	PKD1P1	PKD1P3
Read64339	PKD1	PKD1
Read55504	PKD1P1	PKD1P1
Read96925	PKD1P4	PKD1P4
Read9576	PKD1P6	PKD1P6
Read63633	PKD1P6	PKD1P6
Read69317	PKD1P4	PKD1P3
Read32567	PKD1P3	PKD1P3
Read62212	PKD1P5	PKD1P1
Read62818	PKD1P3	PKD1P3
Read62538	PKD1P1	PKD1P1
Read93851	PKD1P1	PKD1P1
Read6360	PKD1P4	PKD1P1
Read57036	PKD1P6	PKD1P6
Read18591	PKD1P1	PKD1P1
Read57896	PKD1	PKD1
Read15325	PKD1P1	PKD1P4
Read76017	PKD1P6	PKD1P6
Read10300	PKD1P4	PKD1P2
Read14548	PKD1P1	PKD1P5
Read90456	PKD1P5	PKD1P5
Read45929	PKD1P6	PKD1P6
Read62073	PKD1P2	PKD1P4
Read42534	PKD1P6	PKD1P6
Read88227	PKD1P6	PKD1P6
Read1530	PKD1P6	PKD1P6
Read31193	PKD1P4	PKD1P2
Read77038	PKD1P5	PKD1P5
Read34807	PKD1P5	PKD1P2
Read49825	PKD1P2	PKD1P5
Read67772	PKD1P3	PKD1P1
Read6385	PKD1P4	PKD1P6
Read37034	PKD1P2	PKD1P4
Read43226	PKD1P1	PKD1P1
Read41136	PKD1	PKD1
Read77073	PKD1P2	PKD1P2
Read17423	PKD1P2	PKD1P2
Read30076	PKD1P6	PKD1P6
Read42694	PKD1P3	PKD1P4
Read39222	PKD1P6	PKD1P4
Read6573	PKD1P3	PKD1P3
Read56430	PKD1P5	PKD1P5
Read75452	PKD1P4	PKD1P4
Read38624	PKD1P2	PKD1P2
Read76453	PKD1P3	PKD1P3
Read94771	PKD1	PKD1P6
Read53276	PKD1P2	PKD1P5
Read1620	PKD1P1	PKD1P5
Read83295	PKD1P3	PKD1P4
Read47434	PKD1P6	PKD1P6
Read58501	PKD1P5	PKD1P5
Read88800	PKD1P2	PKD1P2
Read34688	PKD1P3	PKD1P3
Read5669	PKD1P6	PKD1P6
Read64510	PKD1P3	PKD1P3
Read86183	PKD1P3	PKD1P6
Read58857	PKD1P2	PKD1P4
Read18973	PKD1P5	PKD1P5
Read4520	PKD1P2	PKD1P4
Read24245	PKD1P5	PKD1P4
Read75086	PKD1P1	PKD1P3
Read66750	PKD1P2	PKD1P2
Read35111	PKD1	PKD1
Read13287	PKD1P6	PKD1P6
Read40198	PKD1P1	PKD1P3
Read84320	PKD1P3	PKD1P5
Read39055	PKD1P2	PKD1P2
Read51961	PKD1P4	PKD1P1
Read90909	PKD1P1	PKD1P1
Read91307	PKD1P4	PKD1P1
Read15567	PKD1P6	PKD1P6
Read876	PKD1P5	PKD1P5
Read4073	PKD1P1	PKD1P1
Read11697	PKD1P4	PKD1P4
Read37063	PKD1P1	PKD1P1
Read39427	PKD1P5	PKD1P5
Read75180	PKD1P6	PKD1P6
Read50479	PKD1P5	PKD1P4
Read11440	PKD1	PKD1
Read60290	PKD1P1	PKD1P3
Read66961	PKD1	PKD1
Read51407	PKD1P6	PKD1P6
Read39201	PKD1P1	PKD1P1
Read32769	PKD1P1	PKD1P1
Read36661	PKD1P3	PKD1P3
Read13914	PKD1P3	PKD1P1
Read81865	PKD1	PKD1
Read50980	PKD1P3	PKD1P5
Read6903	PKD1P5	PKD1P5
Read79559	PKD1P2	PKD1P5
Read33424	PKD1P3	PKD1P3
Read34288	PKD1P1	PKD1P5
Read99621	PKD1P2	PKD1P4
Read21982	PKD1P1	PKD1P5
Read6343	PKD1P1	PKD1P3
Read44111	PKD1P1	PKD1P2
Read88837	PKD1P4	PKD1P4
Read4142	PKD1P5	PKD1P5
Read77467	PKD1P3	PKD1P3
Read96614	PKD1	PKD1
Read72093	PKD1P2	PKD1P2
Read62757	PKD1P2	PKD1P2
Read36490	PKD1	PKD1
Read88726	PKD1P2	PKD1P5
Read99907	PKD1P4	PKD1P5
Read16515	PKD1P6	PKD1P6
Read76064	PKD1P2	PKD1P2
Read18307	PKD1P1	PKD1P4
Read88624	PKD1P3	PKD1P3
Read74934	PKD1P3	PKD1P3
Read86525	PKD1P3	PKD1P3
Read49062	PKD1P3	PKD1P6
Read98769	PKD1P1	PKD1P3
Read44462	PKD1P5	PKD1P5
Read93693	PKD1P4	PKD1P2
Read37242	PKD1P1	PKD1P3
Read52145	PKD1P6	PKD1
Read89434	PKD1P1	PKD1P5
Read82652	PKD1P5	PKD1
Read29917	PKD1P1	PKD1P3
Read47633	PKD1	PKD1
Read43251	PKD1P6	PKD1P6
Read58430	PKD1P3	PKD1P3
Read2994	PKD1P2	PKD1P2
Read24618	PKD1P5	PKD1P1
Read93126	PKD1P2	PKD1P1
Read60720	PKD1P1	PKD1P4
Read96371	PKD1P2	PKD1P5
Read89940	PKD1P2	PKD1P5
Read79123	PKD1P6	PKD1P3
Read15895	PKD1	PKD1
Read75298	PKD1P2	PKD1P4
Read19409	PKD1P5	PKD1P5
Read14436	PKD1P4	PKD1P2
Read22827	PKD1P3	PKD1P6
Read3265	PKD1P1	PKD1P1
Read14866	PKD1P3	PKD1P3
Read29616	PKD1P4	PKD1P3
Read60360	PKD1P2	PKD1P5
Read16431	PKD1P2	PKD1P2
Read43162	PKD1P2	PKD1P6
Read40359	PKD1P1	PKD1P5
Read40032	PKD1P1	PKD1P1
Read42885	PKD1P1	PKD1P2
Read60644	PKD1P4	PKD1P4
Read62495	PKD1P2	PKD1P2
Read69489	PKD1P6	PKD1P6
Read61844	PKD1P4	PKD1P4
Read45614	PKD1	PKD1
Read40559	PKD1P5	PKD1P5
Read63923	PKD1P4	PKD1P4
Read22715	PKD1P3	PKD1P3
Read16402	PKD1P2	PKD1P4
Read3184	PKD1	PKD1P6
Read24316	PKD1P5	PKD1P5
Read57633	PKD1	PKD1
Read7714	PKD1P6	PKD1P5
Read14408	PKD1P6	PKD1P6
Read66762	PKD1	PKD1
Read96901	PKD1P1	PKD1P3
Read2689	PKD1P5	PKD1P3
Read36765	PKD1P2	PKD1P3
Read78435	PKD1P1	PKD1P3
Read25390	PKD1P2	PKD1P2
Read81070	PKD1	PKD1
Read16489	PKD1P6	PKD1P6
Read64482	PKD1P5	PKD1P1
Read18249	PKD1	PKD1
Read31717	PKD1P3	PKD1P3
Read67635	PKD1P1	PKD1P1
Read20449	PKD1	PKD1
Read79470	PKD1	PKD1
Read18849	PKD1P3	PKD1P3
Read11937	PKD1	PKD1
Read20055	PKD1P2	PKD1P2
Read25456	PKD1P1	PKD1P4
Read87048	PKD1P6	PKD1P6
Read40665	PKD1P6	PKD1P6
Read74311	PKD1P1	PKD1P4
Read72270	PKD1P2	PKD1P2
Read44840	PKD1P1	PKD1P1
Read74972	PKD1P4	PKD1P1
Read83611	PKD1P1	PKD1P1
Read25167	PKD1	PKD1
Read84680	PKD1P2	PKD1P2
Read72435	PKD1P2	PKD1P2
Read20018	PKD1	PKD1
Read75833	PKD1P3	PKD1P3
Read68083	PKD1P3	PKD1P3
Read46383	PKD1P6	PKD1P6
Read86683	PKD1P2	PKD1P2
Read67085	PKD1P5	PKD1P1
Read2015	PKD1P2	PKD1P1
Read50739	PKD1P2	PKD1P2
Read21989	PKD1P5	PKD1P5
Read49160	PKD1P1	PKD1P5
Read6216	PKD1P2	PKD1P2
Read43679	PKD1P3	PKD1P3
Read21999	PKD1P2	PKD1P2
Read64120	PKD1	PKD1
Read50188	PKD1P2	PKD1P2
Read77121	PKD1P4	PKD1P4
Read66237	PKD1P2	PKD1P1
Read56643	PKD1P6	PKD1P6
Read40497	PKD1P4	PKD1P4
Read61962	PKD1	PKD1
Read8951	PKD1	PKD1
Read39245	PKD1	PKD1
Read38711	PKD1	PKD1
Read38479	PKD1P1	PKD1P1
Read43256	PKD1P5	PKD1P5
Read53676	PKD1	PKD1
Read56921	PKD1	PKD1
Read63667	PKD1P5	PKD1P3
Read41004	PKD1P4	PKD1P2
Read64302	PKD1P5	PKD1P5
Read89115	PKD1P6	PKD1P6
Read7537	PKD1P4	PKD1P2
Read23322	PKD1P4	PKD1P3
Read69702	PKD1P1	PKD1P3
Read34988	PKD1P4	PKD1P4
Read47381	PKD1P2	PKD1P2
Read68636	PKD1P5	PKD1P3
Read2911	PKD1	PKD1
Read89201	PKD1P3	PKD1P5
Read74299	PKD1P1	PKD1P1
Read37371	PKD1P6	PKD1P6
Read86704	PKD1P5	PKD1P5
Read3916	PKD1P3	PKD1P3
Read83099	PKD1P4	PKD1P4
Read26419	PKD1	PKD1
Read73884	PKD1P1	PKD1P3
Read49757	PKD1P4	PKD1P4
Read3481	PKD1P6	PKD1P5
Read55289	PKD1P3	PKD1P1
Read12077	PKD1P3	PKD1P3
Read21881	PKD1P1	PKD1P2
Read7804	PKD1P2	PKD1P2
Read49694	PKD1P2	PKD1P2
Read27568	PKD1P4	PKD1P5
Read78055	PKD1P5	PKD1P5
Read61272	PKD1P1	PKD1P1
Read709	PKD1	PKD1
Read18896	PKD1	PKD1
Read35771	PKD1P2	PKD1P2
Read96137	PKD1	PKD1
Read84283	PKD1	PKD1
Read65010	PKD1P2	PKD1P5
Read89595	PKD1P4	PKD1P4
Read42689	PKD1P2	PKD1P2
Read47578	PKD1P2	PKD1P2
Read26439	PKD1P5	PKD1P2
Read5595	PKD1P1	PKD1P1
Read36667	PKD1P5	PKD1P5
Read23915	PKD1P1	PKD1P5
Read39644	PKD1P6	PKD1P6
Read88133	PKD1P6	PKD1P6
Read99417	PKD1P4	PKD1P2
Read1368	PKD1P1	PKD1P1
Read89152	PKD1P4	PKD1P4
Read91980	PKD1	PKD1
Read49234	PKD1	PKD1P6
Read88802	PKD1P1	PKD1P3
Read36312	PKD1P5	PKD1P2
Read21524	PKD1P6	PKD1P4
Read41930	PKD1	PKD1
Read14175	PKD1P6	PKD1P6
Read93896	PKD1P3	PKD1P6
Read15352	PKD1P1	PKD1P3
Read83998	PKD1P4	PKD1P4
Read13636	PKD1P1	PKD1P4
Read36515	PKD1P4	PKD1P4
Read76115	PKD1P2	PKD1P4
Read57523	PKD1	PKD1
Read4005	PKD1	PKD1
Read70969	PKD1P6	PKD1P6
Read74809	PKD1P4	PKD1P2
Read34073	PKD1P3	PKD1P4
Read23060	PKD1P2	PKD1P2
Read57432	PKD1P1	PKD1P3
Read57882	PKD1P2	PKD1P2
Read94644	PKD1P4	PKD1P2
Read81075	PKD1	PKD1
Read55784	PKD1P4	PKD1P4
Read41547	PKD1P4	PKD1P4
Read51528	PKD1P5	PKD1P1
Read3991	PKD1P1	PKD1P1
Read40098	PKD1P1	PKD1P5
Read47545	PKD1	PKD1
Read82130	PKD1P4	PKD1P4
Read3247	PKD1P3	PKD1P3
Read44566	PKD1	PKD1
Read25915	PKD1P4	PKD1P4
Read45758	PKD1	PKD1
Read50747	PKD1P2	PKD1P2
Read56272	PKD1P6	PKD1P6
Read90189	PKD1P2	PKD1P2
Read48983	PKD1	PKD1P3
Read26130	PKD1P2	PKD1P2
Read47234	PKD1	PKD1
Read30405	PKD1P1	PKD1P1
Read5166	PKD1	PKD1
Read64657	PKD1P2	PKD1P5
Read88671	PKD1P2	PKD1P2
Read70005	PKD1	PKD1
Read95155	PKD1P6	PKD1P6
Read34950	PKD1P1	PKD1P3
Read45496	PKD1P2	PKD1P1
Read21696	PKD1	PKD1
Read12210	PKD1P2	PKD1P2
Read29899	PKD1P4	PKD1P3
Read5885	PKD1P6	PKD1P6
Read49460	PKD1P6	PKD1P6
Read62404	PKD1P4	PKD1P3
Read76995	PKD1P6	PKD1P6
Read9736	PKD1P2	PKD1P2
Read48830	PKD1P6	PKD1P4
Read56691	PKD1	PKD1
Read89638	PKD1P5	PKD1P5
Read5396	PKD1P6	PKD1P6
Read5489	PKD1P4	PKD1P1
Read66518	PKD1P5	PKD1P5
Read14089	PKD1P3	PKD1P3
Read32621	PKD1	PKD1
Read22622	PKD1P3	PKD1P2
Read8934	PKD1P1	PKD1P3
Read88101	PKD1	PKD1
Read85184	PKD1	PKD1P6
Read30534	PKD1P2	PKD1P2
Read46508	PKD1P5	PKD1P5
Read91588	PKD1P5	PKD1P5
Read41928	PKD1P3	PKD1P3
Read80929	PKD1P2	PKD1P2
Read14969	PKD1	PKD1
Read84323	PKD1P3	PKD1P3
Read73399	PKD1P3	PKD1P3
Read25551	PKD1	PKD1
Read56937	PKD1P3	PKD1P3
Read59841	PKD1	PKD1
Read36862	PKD1P1	PKD1P1
Read40001	PKD1P4	PKD1P4
Read79092	PKD1P4	PKD1P4
Read34297	PKD1P1	PKD1P1
Read87063	PKD1	PKD1
Read91208	PKD1P5	PKD1P3
Read45724	PKD1P6	PKD1P6
Read68891	PKD1P2	PKD1P2
Read89160	PKD1P6	PKD1P6
Read25949	PKD1P5	PKD1P5
Read69190	PKD1P5	PKD1P5
Read9725	PKD1P2	PKD1P4
Read55826	PKD1P5	PKD1P5
Read77141	PKD1P3	PKD1P3
Read97472	PKD1	PKD1
Read65423	PKD1P2	PKD1P2
Read27573	PKD1P6	PKD1P6
Read17158	PKD1P4	PKD1P4
Read75339	PKD1P2	PKD1P2
Read31581	PKD1P4	PKD1P3
Read84255	PKD1	PKD1
Read58460	PKD1	PKD1
Read82353	PKD1P5	PKD1P5
Read60073	PKD1P5	PKD1P5
Read79654	PKD1P2	PKD1P2
Read56018	PKD1P3	PKD1P3
Read63912	PKD1	PKD1
Read93545	PKD1P6	PKD1
Read50319	PKD1P3	PKD1P3
Read40258	PKD1P3	PKD1P3
Read92329	PKD1P5	PKD1P5
Read23819	PKD1P3	PKD1P3
Read56697	PKD1	PKD1
Read72159	PKD1P4	PKD1
Read78932	PKD1P6	PKD1P6
Read88503	PKD1P5	PKD1P5
Read60422	PKD1P1	PKD1P1
Read39659	PKD1P2	PKD1P2
Read45451	PKD1P5	PKD1P2
Read64398	PKD1P6	PKD1P4
Read40391	PKD1P4	PKD1P4
Read7193	PKD1P5	PKD1P5
Read21420	PKD1P4	PKD1P4
Read80490	PKD1P2	PKD1P5
Read96330	PKD1P3	PKD1P3
Read34867	PKD1P1	PKD1P1
Read10332	PKD1P5	PKD1P5
Read41465	PKD1P1	PKD1P5
Read45980	PKD1P1	PKD1P4
Read78490	PKD1P1	PKD1P1
Read44925	PKD1P5	PKD1P5
Read34653	PKD1P5	PKD1P1
Read26343	PKD1P1	PKD1P4
Read82379	PKD1P4	PKD1P4
Read49407	PKD1P4	PKD1P4
Read74901	PKD1P5	PKD1P5
Read27401	PKD1P5	PKD1P5
Read85214	PKD1P2	PKD1P5
Read85396	PKD1P5	PKD1P5
Read8460	PKD1P4	PKD1P4
Read3840	PKD1P3	PKD1P3
Read80611	PKD1P3	PKD1P3
Read48479	PKD1P6	PKD1P6
Read31799	PKD1P1	PKD1P1
Read86903	PKD1P1	PKD1P1
Read30779	PKD1P3	PKD1P1
Read82270	PKD1P3	PKD1P3
Read4967	PKD1P3	PKD1P3
Read99469	PKD1P3	PKD1P3
Read85644	PKD1P3	PKD1P3
Read8595	PKD1	PKD1
Read76299	PKD1P3	PKD1
Read73613	PKD1P5	PKD1P5
Read31976	PKD1P6	PKD1P6
Read76637	PKD1	PKD1
Read97185	PKD1	PKD1
Read88302	PKD1P6	PKD1P6
Read91654	PKD1P4	PKD1P5
Read53792	PKD1P1	PKD1P1
Read45127	PKD1P2	PKD1P3
Read53466	PKD1P4	PKD1P4
Read53878	PKD1P4	PKD1P2
Read96947	PKD1P3	PKD1P2
Read41543	PKD1	PKD1
Read81878	PKD1P4	PKD1P4
Read14890	PKD1P1	PKD1P3
Read85650	PKD1P2	PKD1P2
Read99923	PKD1P5	PKD1P5
Read79980	PKD1P5	PKD1P2
Read21726	PKD1P2	PKD1P2
Read24661	PKD1P3	PKD1P3
Read25857	PKD1P3	PKD1P5
Read88845	PKD1	PKD1
Read47206	PKD1P6	PKD1P6
Read88916	PKD1P2	PKD1P5
Read19103	PKD1P2	PKD1P2
Read41245	PKD1P3	PKD1P3
Read22874	PKD1P6	PKD1P6
Read97516	PKD1P1	PKD1P3
Read24107	PKD1P6	PKD1P6
Read30749	PKD1P4	PKD1P1
Read32310	PKD1P2	PKD1P2
Read33968	PKD1P2	PKD1P2
Read23030	PKD1P1	PKD1P1
Read51742	PKD1P6	PKD1P6
Read57447	PKD1P5	PKD1P5
Read15963	PKD1	PKD1
Read29828	PKD1P3	PKD1P3
Read80829	PKD1P4	PKD1P3
Read5289	PKD1P6	PKD1P6
Read78035	PKD1P5	PKD1P5
Read49296	PKD1P5	PKD1P5
Read77367	PKD1P6	PKD1P6
Read66630	PKD1P6	PKD1P6
Read19470	PKD1P1	PKD1P3
Read60127	PKD1P3	PKD1P1
Read70736	PKD1P6	PKD1P6
Read21092	PKD1P1	PKD1P1
Read94272	PKD1P2	PKD1P2
Read18487	PKD1P4	PKD1P4
Read3973	PKD1P4	PKD1P4
Read73348	PKD1P6	PKD1P2
Read81792	PKD1	PKD1
Read20237	PKD1P3	PKD1P3
Read22325	PKD1P5	PKD1P5
Read6739	PKD1P3	PKD1P3
Read36409	PKD1P3	PKD1P1
Read66141	PKD1P2	PKD1P2
Read44782	PKD1P1	PKD1P1
Read52096	PKD1P5	PKD1P1
Read87530	PKD1P2	PKD1P5
