Read_Name	Origin_Gene	Mapped_Gene
Read57205	PKD1P6	PKD1P6
Read12136	PKD1P6	PKD1P6
Read37427	PKD1P6	PKD1P6
Read3537	PKD1P1	PKD1P1
Read46998	PKD1	PKD1
Read24029	PKD1P1	PKD1P5
Read59589	PKD1P4	PKD1P4
Read70099	PKD1P1	PKD1P1
Read52138	PKD1P6	PKD1P6
Read37040	PKD1P3	PKD1P1
Read44963	PKD1	PKD1
Read76571	PKD1P6	PKD1P6
Read89207	PKD1	PKD1
Read57758	PKD1	PKD1
Read96634	PKD1	PKD1
Read1463	PKD1P4	PKD1P4
Read96314	PKD1P4	PKD1P4
Read5776	PKD1	PKD1
Read83425	PKD1P6	PKD1P6
Read92673	PKD1P6	PKD1P6
Read99663	PKD1	PKD1
Read99799	PKD1P4	PKD1P4
Read59071	PKD1P3	PKD1P3
Read83008	PKD1	PKD1
Read92665	PKD1P3	PKD1P3
Read60199	PKD1P5	PKD1P5
Read32449	PKD1	PKD1
Read84947	PKD1P4	PKD1P4
Read78027	PKD1P6	PKD1P6
Read85962	PKD1P6	PKD1P6
Read74156	PKD1	PKD1
Read85693	PKD1P1	PKD1P1
Read81859	PKD1P6	PKD1P6
Read51215	PKD1	PKD1
Read14515	PKD1	PKD1
Read35400	PKD1	PKD1
Read80021	PKD1P6	PKD1P6
Read78565	PKD1	PKD1
Read15509	PKD1P6	PKD1P6
Read22900	PKD1P2	PKD1P2
Read86546	PKD1P2	PKD1P5
Read96229	PKD1P2	PKD1P2
Read47718	PKD1P1	PKD1P1
Read52146	PKD1	PKD1
Read13847	PKD1	PKD1
Read23594	PKD1P3	PKD1P3
Read88326	PKD1	PKD1
Read96187	PKD1P6	PKD1P1
Read87510	PKD1P6	PKD1P6
Read766	PKD1P4	PKD1P4
Read60488	PKD1P3	PKD1P3
Read74728	PKD1	PKD1
Read52272	PKD1P6	PKD1P6
Read14333	PKD1	PKD1
Read2213	PKD1P4	PKD1P4
Read1392	PKD1P2	PKD1P2
Read79689	PKD1P6	PKD1P6
Read50730	PKD1	PKD1
Read96583	PKD1	PKD1
Read87596	PKD1	PKD1
Read26409	PKD1P1	PKD1P1
Read80011	PKD1P2	PKD1P2
Read77822	PKD1P6	PKD1P6
Read99608	PKD1P6	PKD1P6
Read21075	PKD1P6	PKD1P6
Read20580	PKD1P2	PKD1P2
Read95079	PKD1P6	PKD1P6
Read52919	PKD1P6	PKD1P6
Read76796	PKD1P5	PKD1P3
Read6455	PKD1P6	PKD1P6
Read67045	PKD1P3	PKD1P2
Read47323	PKD1P1	PKD1P1
Read87012	PKD1	PKD1
Read26330	PKD1P3	PKD1P3
Read27868	PKD1	PKD1
Read82057	PKD1P5	PKD1P6
Read87037	PKD1P6	PKD1P6
Read1697	PKD1P6	PKD1P6
Read63747	PKD1	PKD1
Read82527	PKD1	PKD1P6
Read26306	PKD1	PKD1
Read16669	PKD1P2	PKD1P2
Read59555	PKD1P3	PKD1P3
Read28775	PKD1	PKD1
Read2599	PKD1P5	PKD1P5
Read71903	PKD1P3	PKD1P3
Read55427	PKD1P3	PKD1P6
Read54592	PKD1	PKD1
Read50060	PKD1P6	PKD1
Read92993	PKD1P6	PKD1P6
Read14419	PKD1P6	PKD1P6
Read43441	PKD1	PKD1
Read29219	PKD1P6	PKD1P6
Read37202	PKD1P6	PKD1P6
Read52714	PKD1P5	PKD1P5
Read95328	PKD1	PKD1
Read16184	PKD1P6	PKD1P6
Read57155	PKD1P3	PKD1P3
Read48904	PKD1P6	PKD1P6
Read13292	PKD1P6	PKD1P6
Read87649	PKD1P6	PKD1P6
Read84033	PKD1P3	PKD1P3
Read50680	PKD1P4	PKD1P4
Read22383	PKD1P4	PKD1P4
Read82473	PKD1	PKD1
Read83963	PKD1P4	PKD1P4
Read13039	PKD1	PKD1
Read20116	PKD1	PKD1
Read72742	PKD1P6	PKD1P6
Read7439	PKD1P3	PKD1P3
Read75122	PKD1P3	PKD1P3
Read61593	PKD1	PKD1
Read15034	PKD1P3	PKD1P3
Read72254	PKD1P6	PKD1P6
Read44059	PKD1P6	PKD1P6
Read66973	PKD1P1	PKD1P1
Read97400	PKD1P5	PKD1P5
Read45987	PKD1	PKD1
Read18441	PKD1P6	PKD1P6
Read68008	PKD1	PKD1
Read72347	PKD1P6	PKD1P6
Read8281	PKD1	PKD1
Read38010	PKD1	PKD1
Read36124	PKD1	PKD1
Read73565	PKD1P2	PKD1P6
Read46243	PKD1	PKD1
Read59645	PKD1P6	PKD1P6
Read63193	PKD1	PKD1
Read64299	PKD1	PKD1
Read40945	PKD1P3	PKD1P3
Read24966	PKD1	PKD1
Read5797	PKD1P6	PKD1P6
Read4527	PKD1P1	PKD1P1
Read62227	PKD1P3	PKD1P3
Read80629	PKD1P1	PKD1P1
Read75939	PKD1P4	PKD1P4
Read71188	PKD1P5	PKD1P5
Read16596	PKD1P3	PKD1P3
Read9592	PKD1P6	PKD1P6
Read22851	PKD1P5	PKD1P5
Read27418	PKD1P6	PKD1P6
Read3016	PKD1P1	PKD1P1
Read24079	PKD1	PKD1
Read82486	PKD1P4	PKD1P4
Read32786	PKD1P3	PKD1P3
Read40191	PKD1	PKD1
Read50962	PKD1	PKD1
Read65180	PKD1	PKD1
Read95305	PKD1	PKD1
Read67023	PKD1P6	PKD1P6
Read69477	PKD1P1	PKD1P1
Read71484	PKD1P2	PKD1P2
Read60656	PKD1P6	PKD1P6
Read74674	PKD1P1	PKD1P1
Read25392	PKD1P6	PKD1P6
Read4971	PKD1P6	PKD1P6
Read15846	PKD1	PKD1
Read17164	PKD1P4	PKD1P1
Read93838	PKD1P6	PKD1P2
Read98273	PKD1P6	PKD1P6
Read17876	PKD1	PKD1
Read59485	PKD1	PKD1
Read65605	PKD1P3	PKD1P3
Read53198	PKD1	PKD1
Read78381	PKD1P6	PKD1P6
Read64943	PKD1	PKD1
Read82693	PKD1P4	PKD1P4
Read34572	PKD1P6	PKD1P6
Read66961	PKD1	PKD1
Read34281	PKD1	PKD1
Read83463	PKD1P6	PKD1P6
Read54936	PKD1	PKD1
Read68477	PKD1	PKD1
Read95403	PKD1P5	PKD1P5
Read36185	PKD1P2	PKD1P2
Read8639	PKD1	PKD1
Read78667	PKD1P4	PKD1P4
Read90748	PKD1P6	PKD1P5
Read52591	PKD1	PKD1
Read56440	PKD1P1	PKD1P5
Read34581	PKD1P3	PKD1P3
Read83493	PKD1	PKD1
Read13761	PKD1P5	PKD1P5
Read80003	PKD1P5	PKD1P5
Read93991	PKD1P3	PKD1P3
Read13664	PKD1	PKD1
Read90370	PKD1P3	PKD1P3
Read38912	PKD1P6	PKD1P6
Read96626	PKD1P2	PKD1P2
Read38063	PKD1P2	PKD1P2
Read19689	PKD1	PKD1
Read21036	PKD1P6	PKD1P6
Read79519	PKD1P6	PKD1P6
Read92276	PKD1	PKD1
Read81829	PKD1P2	PKD1P2
Read64963	PKD1P3	PKD1P3
Read97423	PKD1P6	PKD1P6
Read49173	PKD1	PKD1P2
Read88499	PKD1	PKD1
Read924	PKD1	PKD1
Read87952	PKD1P5	PKD1P5
Read84530	PKD1P5	PKD1
Read93317	PKD1P6	PKD1P6
Read83865	PKD1P5	PKD1P5
Read30834	PKD1P4	PKD1P4
Read98322	PKD1P3	PKD1P3
Read87823	PKD1P4	PKD1P4
Read52283	PKD1P2	PKD1P2
Read85987	PKD1P6	PKD1P6
Read65375	PKD1P6	PKD1P6
Read82694	PKD1P3	PKD1P3
Read39580	PKD1	PKD1
Read48711	PKD1P6	PKD1P6
Read30149	PKD1	PKD1
Read10536	PKD1P6	PKD1P6
Read93806	PKD1P6	PKD1P6
Read65392	PKD1P2	PKD1P2
Read56587	PKD1P6	PKD1P6
Read60172	PKD1P6	PKD1P6
Read29276	PKD1P6	PKD1P6
Read65662	PKD1P6	PKD1P6
Read95639	PKD1P2	PKD1P2
Read44714	PKD1P2	PKD1P2
Read9406	PKD1P6	PKD1P6
Read49402	PKD1P6	PKD1P6
Read83067	PKD1	PKD1
Read74966	PKD1	PKD1
Read4369	PKD1P6	PKD1P6
Read50317	PKD1P1	PKD1P4
Read50974	PKD1P3	PKD1P3
Read4130	PKD1P6	PKD1P6
Read69570	PKD1P1	PKD1P1
Read77101	PKD1	PKD1
Read25066	PKD1	PKD1
Read87875	PKD1P5	PKD1P5
Read55411	PKD1P6	PKD1P6
Read18920	PKD1	PKD1
Read21418	PKD1	PKD1
Read55297	PKD1P2	PKD1P2
Read11162	PKD1P2	PKD1P2
Read78378	PKD1P6	PKD1P6
Read97786	PKD1	PKD1
Read1489	PKD1P2	PKD1
Read49029	PKD1	PKD1
Read64021	PKD1P1	PKD1P5
Read75056	PKD1P6	PKD1P6
Read73373	PKD1	PKD1
Read53969	PKD1P6	PKD1P6
Read73240	PKD1P6	PKD1P6
Read65106	PKD1	PKD1
Read96238	PKD1	PKD1
Read50084	PKD1P5	PKD1P5
Read23114	PKD1P6	PKD1P6
Read86923	PKD1	PKD1
Read72413	PKD1P6	PKD1P6
Read13833	PKD1P6	PKD1P6
Read24821	PKD1P5	PKD1P5
Read88150	PKD1P2	PKD1P2
Read56953	PKD1	PKD1
Read85586	PKD1	PKD1
Read35630	PKD1P6	PKD1P6
Read40288	PKD1	PKD1
Read52596	PKD1	PKD1
Read41284	PKD1	PKD1
Read53288	PKD1P5	PKD1P5
Read25159	PKD1P6	PKD1P6
Read58103	PKD1P5	PKD1P5
Read86023	PKD1P6	PKD1P6
Read17002	PKD1P2	PKD1P2
Read81683	PKD1P6	PKD1P6
Read23521	PKD1	PKD1
Read43676	PKD1P4	PKD1P4
Read13304	PKD1	PKD1
Read21618	PKD1	PKD1
Read32272	PKD1P6	PKD1P6
Read88153	PKD1	PKD1
Read97479	PKD1	PKD1
Read70884	PKD1	PKD1
Read70799	PKD1	PKD1
Read72818	PKD1P1	PKD1P1
Read80742	PKD1P3	PKD1P3
Read56644	PKD1	PKD1
Read13274	PKD1P1	PKD1P5
Read98510	PKD1P6	PKD1P6
Read7024	PKD1	PKD1
Read9064	PKD1P2	PKD1P2
Read98351	PKD1P3	PKD1P3
Read3143	PKD1	PKD1
Read86952	PKD1	PKD1
Read32808	PKD1P6	PKD1P2
Read21574	PKD1	PKD1
Read45885	PKD1P6	PKD1P6
Read27506	PKD1P3	PKD1P3
Read26681	PKD1	PKD1
Read12240	PKD1	PKD1
Read51537	PKD1	PKD1
Read61464	PKD1	PKD1
Read93578	PKD1P6	PKD1P6
Read64584	PKD1P6	PKD1P6
Read39402	PKD1P6	PKD1P6
Read48470	PKD1P5	PKD1P5
Read11524	PKD1	PKD1
Read92997	PKD1P1	PKD1P1
Read47046	PKD1P6	PKD1P6
Read63271	PKD1P3	PKD1P3
Read27026	PKD1P5	PKD1P5
Read8558	PKD1P1	PKD1P1
Read92620	PKD1P6	PKD1P6
Read78094	PKD1	PKD1
Read38769	PKD1P6	PKD1P6
Read84687	PKD1P6	PKD1P6
Read56222	PKD1	PKD1
Read26024	PKD1P6	PKD1P6
Read87683	PKD1P5	PKD1P5
Read62126	PKD1P6	PKD1P6
Read24226	PKD1P6	PKD1P6
Read19617	PKD1P6	PKD1P6
Read61863	PKD1	PKD1
Read65625	PKD1	PKD1
Read67464	PKD1P1	PKD1P1
Read96727	PKD1	PKD1
Read25756	PKD1P4	PKD1P4
Read1929	PKD1P4	PKD1P4
Read62364	PKD1P2	PKD1P2
Read17150	PKD1P5	PKD1P5
Read98282	PKD1	PKD1
Read13200	PKD1P4	PKD1P4
Read17077	PKD1P4	PKD1P4
Read54030	PKD1	PKD1
Read83085	PKD1P4	PKD1P4
Read52096	PKD1	PKD1
Read82291	PKD1	PKD1
Read84472	PKD1	PKD1
Read37083	PKD1P6	PKD1P6
Read39005	PKD1P6	PKD1P6
Read66194	PKD1P3	PKD1P3
Read53356	PKD1P6	PKD1P6
Read17301	PKD1P4	PKD1P4
Read40314	PKD1P1	PKD1P1
Read7400	PKD1P5	PKD1P5
Read88779	PKD1	PKD1
Read14523	PKD1P1	PKD1P1
Read74097	PKD1P3	PKD1P3
Read2953	PKD1P5	PKD1P5
Read10373	PKD1	PKD1
Read35324	PKD1P6	PKD1P6
Read63869	PKD1	PKD1
Read55966	PKD1P3	PKD1P3
Read44693	PKD1	PKD1
Read41700	PKD1	PKD1
Read72382	PKD1P4	PKD1P4
Read95823	PKD1	PKD1
Read56861	PKD1P1	PKD1P1
Read74498	PKD1P4	PKD1P4
Read80506	PKD1	PKD1
Read42161	PKD1P3	PKD1P3
Read77032	PKD1	PKD1
Read68488	PKD1P6	PKD1P6
Read32927	PKD1P3	PKD1P3
Read73048	PKD1P1	PKD1P1
Read57587	PKD1P6	PKD1P6
Read63196	PKD1P6	PKD1P6
Read2043	PKD1	PKD1
Read8346	PKD1P2	PKD1P2
Read1407	PKD1P6	PKD1P1
Read67504	PKD1	PKD1
Read92929	PKD1P5	PKD1P5
Read85780	PKD1P2	PKD1P2
Read73422	PKD1P2	PKD1P2
Read37560	PKD1P1	PKD1P1
Read82751	PKD1	PKD1
Read22795	PKD1P2	PKD1P2
Read36087	PKD1P2	PKD1P2
Read63913	PKD1P6	PKD1P6
Read84781	PKD1P2	PKD1P2
Read93713	PKD1P6	PKD1P6
Read94677	PKD1P2	PKD1P2
Read9262	PKD1P6	PKD1P6
Read55099	PKD1	PKD1
Read78388	PKD1P5	PKD1P5
Read71992	PKD1	PKD1
Read12942	PKD1P6	PKD1P6
Read21883	PKD1	PKD1
Read58069	PKD1P6	PKD1P6
Read33222	PKD1P6	PKD1P6
Read69265	PKD1P6	PKD1P6
Read81431	PKD1P6	PKD1P6
Read55673	PKD1P5	PKD1P5
Read40668	PKD1	PKD1P5
Read17503	PKD1P3	PKD1P3
Read37298	PKD1	PKD1
Read14674	PKD1	PKD1
Read87225	PKD1P6	PKD1P6
Read60344	PKD1P3	PKD1P3
Read92274	PKD1	PKD1
Read93187	PKD1P6	PKD1P6
Read93847	PKD1P3	PKD1P3
Read61888	PKD1P1	PKD1P1
Read11829	PKD1	PKD1
Read38517	PKD1	PKD1
Read78656	PKD1P6	PKD1P6
Read90599	PKD1P5	PKD1P5
Read15826	PKD1P1	PKD1P1
Read17621	PKD1	PKD1
Read38594	PKD1	PKD1
Read80510	PKD1	PKD1
Read23177	PKD1	PKD1
Read35154	PKD1P2	PKD1P2
Read33814	PKD1P5	PKD1P5
Read17965	PKD1	PKD1
Read54517	PKD1	PKD1
Read45982	PKD1P6	PKD1P6
Read37646	PKD1	PKD1
Read6003	PKD1P2	PKD1P2
Read69963	PKD1	PKD1
Read54916	PKD1P6	PKD1P6
Read89959	PKD1P2	PKD1P2
Read3800	PKD1P1	PKD1P1
Read34902	PKD1P6	PKD1P6
Read65659	PKD1	PKD1
Read14179	PKD1P1	PKD1P1
Read29953	PKD1	PKD1
Read35808	PKD1	PKD1
Read20146	PKD1P4	PKD1P4
Read73801	PKD1	PKD1
Read50310	PKD1P2	PKD1P2
Read66465	PKD1	PKD1
Read98639	PKD1	PKD1
Read50677	PKD1P6	PKD1P6
Read84241	PKD1P6	PKD1P6
Read8502	PKD1P4	PKD1P4
Read17123	PKD1P3	PKD1P3
Read87663	PKD1P3	PKD1P3
Read92063	PKD1P5	PKD1P5
Read60139	PKD1P6	PKD1P6
Read34881	PKD1P6	PKD1P6
Read4010	PKD1P6	PKD1P6
Read98708	PKD1P6	PKD1P6
Read77156	PKD1P6	PKD1P6
Read3723	PKD1P2	PKD1P2
Read70137	PKD1P3	PKD1P3
Read77753	PKD1P5	PKD1P5
Read34452	PKD1	PKD1
Read67148	PKD1P6	PKD1P6
Read87258	PKD1P3	PKD1P3
Read61175	PKD1P6	PKD1P6
Read71956	PKD1P3	PKD1P3
Read93612	PKD1P6	PKD1P6
Read6490	PKD1P1	PKD1P1
Read39032	PKD1P4	PKD1P4
Read42887	PKD1	PKD1
Read30206	PKD1P6	PKD1P6
Read30589	PKD1P6	PKD1P6
Read53543	PKD1	PKD1
Read35657	PKD1	PKD1
Read47592	PKD1	PKD1
Read6521	PKD1	PKD1
Read55250	PKD1P6	PKD1P3
Read828	PKD1P6	PKD1P6
Read28990	PKD1P2	PKD1P2
Read52302	PKD1	PKD1
Read40258	PKD1	PKD1
Read81380	PKD1P3	PKD1P3
Read45483	PKD1P6	PKD1P6
Read25196	PKD1P4	PKD1P4
Read78117	PKD1P6	PKD1P6
Read18496	PKD1	PKD1
Read57327	PKD1	PKD1
Read81623	PKD1	PKD1
Read96535	PKD1P2	PKD1P2
Read23697	PKD1P5	PKD1P5
Read25484	PKD1	PKD1
Read21918	PKD1P6	PKD1P6
Read51041	PKD1	PKD1
Read66916	PKD1P4	PKD1P4
Read99947	PKD1P4	PKD1P4
Read69185	PKD1	PKD1
Read26087	PKD1	PKD1
Read70758	PKD1P6	PKD1P6
Read60926	PKD1	PKD1
Read7392	PKD1P3	PKD1P3
Read4725	PKD1P6	PKD1P6
Read12079	PKD1	PKD1
Read61477	PKD1	PKD1
Read7198	PKD1P6	PKD1P6
Read80348	PKD1	PKD1
Read33590	PKD1P6	PKD1P6
Read73799	PKD1	PKD1
Read74150	PKD1	PKD1
Read350	PKD1P6	PKD1P6
Read84173	PKD1	PKD1
Read15571	PKD1	PKD1
Read92746	PKD1P1	PKD1P1
Read67843	PKD1P3	PKD1P3
Read40209	PKD1P6	PKD1P6
Read42203	PKD1P2	PKD1P2
Read95122	PKD1P6	PKD1P6
Read56162	PKD1P6	PKD1P6
Read78149	PKD1P6	PKD1P6
Read69203	PKD1P6	PKD1P6
Read62336	PKD1P6	PKD1P6
Read50341	PKD1P3	PKD1P3
Read39964	PKD1P2	PKD1P2
Read61387	PKD1P6	PKD1P6
Read38975	PKD1P2	PKD1P2
Read71613	PKD1P3	PKD1P3
Read89078	PKD1P3	PKD1P3
Read8533	PKD1P2	PKD1P2
Read72235	PKD1	PKD1
Read77875	PKD1	PKD1
Read47282	PKD1P4	PKD1P4
Read4182	PKD1P4	PKD1P4
Read46216	PKD1	PKD1
Read88717	PKD1P3	PKD1P3
Read85946	PKD1	PKD1
Read42317	PKD1P6	PKD1P6
Read89126	PKD1	PKD1
Read98464	PKD1P6	PKD1P6
Read88981	PKD1P2	PKD1P2
Read10132	PKD1P2	PKD1P2
Read86196	PKD1	PKD1
Read95913	PKD1P2	PKD1P2
Read85266	PKD1	PKD1
Read75487	PKD1	PKD1
Read62599	PKD1P6	PKD1P6
Read29894	PKD1	PKD1
Read20092	PKD1P6	PKD1P6
Read61700	PKD1P3	PKD1P3
Read41760	PKD1	PKD1
Read95819	PKD1P6	PKD1P6
Read65978	PKD1	PKD1
Read53128	PKD1P6	PKD1P6
Read94505	PKD1P6	PKD1P6
Read26435	PKD1P6	PKD1P6
Read53360	PKD1	PKD1
Read3560	PKD1P3	PKD1P3
Read52947	PKD1P1	PKD1P1
Read56749	PKD1P4	PKD1P4
Read54766	PKD1P2	PKD1P2
Read17667	PKD1	PKD1
Read26091	PKD1P5	PKD1P5
Read97187	PKD1P6	PKD1P6
Read30454	PKD1P6	PKD1P6
Read73530	PKD1P6	PKD1P6
Read73668	PKD1	PKD1
Read672	PKD1P6	PKD1P6
Read34467	PKD1P3	PKD1P3
Read23151	PKD1	PKD1
Read12678	PKD1P6	PKD1P6
Read74950	PKD1	PKD1
Read65934	PKD1	PKD1
Read31133	PKD1P2	PKD1P2
Read74135	PKD1	PKD1
Read78464	PKD1P6	PKD1P6
Read81203	PKD1	PKD1
Read95982	PKD1	PKD1
Read33250	PKD1P5	PKD1P5
Read96263	PKD1	PKD1
Read38085	PKD1P4	PKD1P4
Read37584	PKD1P3	PKD1P3
Read69190	PKD1	PKD1
Read83642	PKD1	PKD1
Read17681	PKD1P3	PKD1P3
Read76763	PKD1P2	PKD1P2
Read8729	PKD1P4	PKD1P4
Read31050	PKD1P3	PKD1P3
Read53775	PKD1P6	PKD1P6
Read8615	PKD1	PKD1
Read55009	PKD1	PKD1
Read64653	PKD1P6	PKD1P6
Read34142	PKD1P2	PKD1P2
Read89271	PKD1	PKD1
Read26351	PKD1P5	PKD1P5
Read69085	PKD1P5	PKD1P5
Read94915	PKD1P6	PKD1P6
Read95604	PKD1	PKD1
Read44745	PKD1	PKD1
Read95445	PKD1	PKD1
Read21812	PKD1P6	PKD1P6
Read91227	PKD1	PKD1
Read50371	PKD1	PKD1
Read24224	PKD1	PKD1
Read53657	PKD1	PKD1
Read99492	PKD1	PKD1
Read20303	PKD1	PKD1
Read15218	PKD1	PKD1
Read35720	PKD1P1	PKD1P1
Read92214	PKD1P3	PKD1P3
Read12720	PKD1P6	PKD1P6
Read67825	PKD1P6	PKD1P6
Read47356	PKD1	PKD1
Read66728	PKD1	PKD1
Read63352	PKD1P6	PKD1P6
Read53114	PKD1P3	PKD1P3
Read95635	PKD1	PKD1
Read91329	PKD1	PKD1
Read9890	PKD1P3	PKD1P3
Read10605	PKD1P6	PKD1P6
Read32119	PKD1P1	PKD1P1
Read68293	PKD1P6	PKD1P6
Read28013	PKD1P6	PKD1P6
Read88442	PKD1	PKD1
Read27783	PKD1P6	PKD1P6
Read91604	PKD1P2	PKD1P2
Read8454	PKD1	PKD1
Read97343	PKD1P6	PKD1P6
Read36097	PKD1P2	PKD1P2
Read58076	PKD1	PKD1
Read71164	PKD1	PKD1
Read33008	PKD1P6	PKD1P6
Read37390	PKD1P6	PKD1P6
Read22420	PKD1	PKD1
Read78194	PKD1P6	PKD1P6
Read13271	PKD1	PKD1
Read8154	PKD1P1	PKD1P1
Read51998	PKD1	PKD1
Read99675	PKD1	PKD1
Read49306	PKD1	PKD1
Read31915	PKD1P3	PKD1P3
Read90804	PKD1P4	PKD1P4
Read74791	PKD1	PKD1
Read37540	PKD1	PKD1
Read15683	PKD1P2	PKD1P2
Read22642	PKD1	PKD1
Read39503	PKD1	PKD1
Read37003	PKD1P2	PKD1P2
Read49702	PKD1P6	PKD1P6
Read20825	PKD1P1	PKD1P1
Read78333	PKD1	PKD1
Read86932	PKD1P5	PKD1P5
Read61426	PKD1P3	PKD1P3
Read87700	PKD1	PKD1
Read19556	PKD1P6	PKD1P6
Read11197	PKD1P1	PKD1P1
Read45385	PKD1P2	PKD1P2
Read60392	PKD1P1	PKD1P1
Read91779	PKD1P2	PKD1P2
Read88641	PKD1P6	PKD1P1
Read73290	PKD1P4	PKD1P4
Read93264	PKD1P3	PKD1P3
Read5150	PKD1P5	PKD1P5
Read26888	PKD1	PKD1
Read20245	PKD1P6	PKD1P6
Read13088	PKD1P4	PKD1P4
Read43168	PKD1P3	PKD1P3
Read94022	PKD1P1	PKD1P1
Read40497	PKD1P2	PKD1P2
Read4572	PKD1	PKD1
Read3536	PKD1P1	PKD1P4
Read68422	PKD1P3	PKD1P3
Read27002	PKD1P6	PKD1P6
Read13537	PKD1	PKD1
Read77901	PKD1	PKD1
Read34969	PKD1	PKD1
Read76425	PKD1P6	PKD1P6
Read81971	PKD1P6	PKD1P6
Read32009	PKD1P3	PKD1P3
Read68052	PKD1P6	PKD1P6
Read42896	PKD1	PKD1
Read66990	PKD1	PKD1
Read82428	PKD1P3	PKD1P3
Read95089	PKD1P6	PKD1P6
Read73919	PKD1P6	PKD1P6
Read75697	PKD1	PKD1
Read80329	PKD1	PKD1
Read70306	PKD1P4	PKD1P4
Read16522	PKD1P6	PKD1P6
Read73976	PKD1P6	PKD1P6
Read69206	PKD1P5	PKD1P6
Read36689	PKD1	PKD1
Read14606	PKD1P5	PKD1P5
Read58450	PKD1	PKD1
Read73305	PKD1P3	PKD1
Read10069	PKD1	PKD1
Read77508	PKD1P2	PKD1P2
Read11174	PKD1	PKD1
Read58761	PKD1P5	PKD1P5
Read88713	PKD1P6	PKD1P6
Read78390	PKD1	PKD1
Read49450	PKD1P4	PKD1P4
Read72276	PKD1	PKD1
Read30111	PKD1	PKD1
Read78950	PKD1	PKD1
Read33940	PKD1	PKD1
Read66463	PKD1	PKD1
Read78694	PKD1P6	PKD1P6
Read44872	PKD1	PKD1
Read33431	PKD1	PKD1
Read11647	PKD1P6	PKD1P6
Read80971	PKD1	PKD1
Read763	PKD1	PKD1
Read12133	PKD1	PKD1
Read64068	PKD1P4	PKD1P2
Read31526	PKD1	PKD1
Read70309	PKD1	PKD1
Read90212	PKD1	PKD1
Read17771	PKD1P6	PKD1P6
Read41107	PKD1P6	PKD1P6
Read26763	PKD1P6	PKD1P6
Read39355	PKD1P6	PKD1P6
Read23060	PKD1P2	PKD1P2
Read50486	PKD1	PKD1
Read99371	PKD1P3	PKD1P3
Read13780	PKD1P6	PKD1P6
Read82150	PKD1P6	PKD1P6
Read40254	PKD1	PKD1
Read37595	PKD1P6	PKD1P6
Read58218	PKD1	PKD1
Read93033	PKD1	PKD1
Read29689	PKD1P5	PKD1P5
Read78008	PKD1P3	PKD1P3
Read91571	PKD1	PKD1
Read62388	PKD1P4	PKD1P4
Read90181	PKD1P4	PKD1P4
Read21746	PKD1	PKD1
Read40535	PKD1P6	PKD1P6
Read53263	PKD1P1	PKD1P1
Read50653	PKD1P5	PKD1P5
Read56909	PKD1	PKD1
Read97745	PKD1P6	PKD1P6
Read56856	PKD1	PKD1
Read11594	PKD1	PKD1
Read47724	PKD1P6	PKD1P6
Read22841	PKD1P6	PKD1P6
Read57092	PKD1	PKD1
Read31314	PKD1P3	PKD1P3
Read43980	PKD1P1	PKD1P1
Read39001	PKD1P3	PKD1P3
Read90526	PKD1	PKD1
Read98256	PKD1P2	PKD1P2
Read9392	PKD1P1	PKD1P1
Read72872	PKD1P5	PKD1P5
Read555	PKD1P2	PKD1P1
Read76349	PKD1P5	PKD1P5
Read3384	PKD1P6	PKD1P6
Read93680	PKD1P6	PKD1P6
Read35117	PKD1P6	PKD1P6
Read87873	PKD1	PKD1
Read93464	PKD1P3	PKD1P3
Read3625	PKD1P3	PKD1P3
Read46109	PKD1	PKD1
Read74124	PKD1P4	PKD1P4
Read21219	PKD1P6	PKD1P6
Read93444	PKD1	PKD1
Read43425	PKD1P6	PKD1P1
Read89674	PKD1P3	PKD1P3
Read82471	PKD1P2	PKD1P2
Read64697	PKD1P1	PKD1P1
Read57053	PKD1P5	PKD1P5
Read11263	PKD1	PKD1
Read55850	PKD1P3	PKD1P3
Read87641	PKD1	PKD1
Read9091	PKD1P6	PKD1P6
Read90034	PKD1P5	PKD1P5
Read64941	PKD1P2	PKD1P2
Read33456	PKD1	PKD1
Read73439	PKD1P1	PKD1P1
Read77442	PKD1	PKD1
Read21888	PKD1	PKD1
Read23097	PKD1P6	PKD1P6
Read31143	PKD1P6	PKD1P6
Read98444	PKD1	PKD1
Read61445	PKD1	PKD1
Read61080	PKD1P6	PKD1P6
Read86984	PKD1P3	PKD1P3
Read90111	PKD1	PKD1
Read50299	PKD1P3	PKD1P2
Read41435	PKD1	PKD1
Read98071	PKD1P4	PKD1P1
Read87134	PKD1P1	PKD1P1
Read50079	PKD1P3	PKD1P1
Read34611	PKD1P3	PKD1P3
Read15974	PKD1	PKD1
Read74212	PKD1P6	PKD1P6
Read47470	PKD1P3	PKD1P3
Read16023	PKD1	PKD1
Read74473	PKD1P3	PKD1P3
Read31406	PKD1	PKD1
Read87829	PKD1	PKD1
Read87906	PKD1	PKD1
Read66158	PKD1P6	PKD1P6
Read5847	PKD1P6	PKD1P6
Read49661	PKD1P5	PKD1P5
Read83434	PKD1P3	PKD1P3
Read4284	PKD1P1	PKD1P1
Read25268	PKD1P6	PKD1P6
Read43329	PKD1P4	PKD1P4
Read37908	PKD1P5	PKD1P5
Read53828	PKD1	PKD1
Read77558	PKD1	PKD1
Read53935	PKD1	PKD1
Read22687	PKD1P5	PKD1P3
Read4272	PKD1	PKD1
Read1510	PKD1	PKD1
Read9997	PKD1P5	PKD1P5
Read73223	PKD1	PKD1
